证券代码	更新日期	总股本(万股)	国家股	发起法人股	法人股	B股	Ｈ股	流通A股	职工股	A2转配股	总资产(千元)	流动资产	固定资产	无形资产	长期投资	流动负债	长期负债	资本公积金	每股公积金	股东权益	主营收入	主营利润	其他利润	营业利润	投资收益	补贴收入	营业外收支	损益调整	利润总额	税后利润	净利润	未分配利润	每股未分配	每股收益	每股净资	调整每股净资	股东权益比率	净资收益率	经营现金流入	经营现金流出	经营现金流量	投资现金流入	投资现金流出	投资现金流量	筹资现金流入	筹资现金流出	筹资现金流量	现金及等价物	应收帐款周转率	存货周转率	股东总数	发行价	发行量	主营业务增长率	税后利润增长率	净资产增长率	总资产增长率
SH600736	20180930	115129.289	0.000	0.000	0.000	0.000	0.000	115129.289	0.000	0.000	36896452.000	29765718.000	1657869.875	1174335.750	0.000	16361340.000	7825525.500	1771778.750	1.539	8373657.500	3753298.000	946136.000	0.000	993474.375	14727.733	0.000	-17485.920	0.000	975988.438	975988.438	426684.813	2573244.500	2.235	0.371	5.110	5.104	22.695	5.510	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600737	20180930	205187.609	0.000	0.000	0.000	0.000	0.000	205187.609	0.000	0.000	15793034.000	9955505.000	3477051.000	902516.625	0.000	6672270.000	1203338.250	4150788.750	2.023	7703164.500	13609632.000	1757511.250	0.000	915744.250	145718.109	0.000	-1654.098	0.000	914090.063	914090.063	798249.688	1069464.250	0.521	0.389	3.754	3.735	48.776	10.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600738	20180930	78309.547	0.000	30609.404	30609.404	0.000	0.000	42125.836	0.000	0.000	5890801.000	3826485.250	343411.938	638.802	0.000	2479755.750	404640.000	388469.125	0.496	3006405.500	1064337.625	337367.969	0.000	1594450.250	1450310.125	0.000	-2119.961	0.000	1592330.250	1592330.250	1252115.250	1761596.000	1.949	1.599	3.539	3.527	51.036	51.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600739	20180930	152970.984	0.000	0.000	0.000	0.000	0.000	152970.984	0.000	0.000	36494056.000	7714512.000	3571123.000	924492.813	0.000	9869521.000	4844544.500	6407307.500	4.189	20416362.000	14170201.000	1721912.375	0.000	939350.688	757567.875	0.000	-27098.859	0.000	912251.813	912251.813	698601.813	11433815.000	7.475	0.457	13.347	13.276	55.944	3.450	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600740	20180930	143216.859	0.000	0.000	0.000	0.000	0.000	65683.273	0.000	0.000	19789088.000	5707240.000	3560188.500	231370.063	0.000	8430588.000	1230410.750	7716446.000	5.388	9546339.000	5203279.000	500523.438	0.000	1052855.125	934162.125	0.000	235214.453	0.000	1288069.500	1288069.500	1287406.000	172501.172	0.120	1.064	6.666	6.666	48.240	46.370	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600741	20180930	315272.406	0.000	0.000	0.000	0.000	0.000	286650.906	0.000	0.000	133736632.000	82906512.000	19133210.000	3528076.250	0.000	70414224.000	10078255.000	12900072.000	4.092	43941936.000	118798592.000	16017131.000	0.000	8746222.000	3903092.250	0.000	503151.875	0.000	9249374.000	9249374.000	6363981.000	24350498.000	7.724	2.019	13.938	13.735	32.857	14.870	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600742	20180930	50765.617	0.000	0.000	0.000	0.000	0.000	50765.617	0.000	0.000	9101112.000	4691246.000	1423158.625	198568.297	0.000	3439044.500	257829.766	445098.375	0.877	4740904.000	9897492.000	729413.500	0.000	565628.563	334514.344	0.000	-262.026	0.000	565366.500	565366.500	387915.563	3102503.750	6.111	0.760	9.339	9.313	52.091	8.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600743	20180930	234610.094	0.000	0.000	0.000	0.000	0.000	234610.094	0.000	0.000	43588916.000	40486072.000	1293338.875	43030.891	0.000	26238876.000	9233481.000	1275556.750	0.544	7378685.500	3062504.750	791121.813	0.000	479601.563	68001.000	0.000	-19825.635	0.000	459775.938	459775.938	291774.438	3450330.000	1.471	0.124	3.145	3.145	16.928	3.950	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600744	20180930	178112.422	0.000	0.000	0.000	0.000	0.000	82763.438	0.000	0.000	18895608.000	4820412.000	10757959.000	804381.813	0.000	7311670.000	8732804.000	4888818.000	2.745	2984505.000	6818729.500	392399.094	0.000	-12470.063	5337.871	0.000	28677.465	0.000	16207.402	16207.402	-1618.554	-3823604.000	-2.147	-0.001	1.676	1.671	15.795	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600745	20180930	63726.641	0.000	15394.604	15394.604	0.000	0.000	48332.035	0.000	0.000	15451208.000	11107096.000	1011840.250	446972.875	0.000	11801235.000	149635.063	2381603.000	3.737	3366740.500	11006428.000	736376.813	0.000	-161550.875	1374.302	0.000	5015.442	0.000	-156535.438	-156535.438	-169388.344	296214.625	0.465	-0.270	5.420	5.258	21.789	-4.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600746	20180930	30642.145	0.000	0.000	0.000	0.000	0.000	30466.092	0.000	0.000	541061.313	309651.688	135644.109	0.000	0.000	70012.938	5248.400	62072.375	0.203	465800.000	379670.688	17932.221	0.000	-1812.131	5489.409	0.000	123.731	0.000	-1688.399	-1688.399	-1266.299	50467.000	0.165	-0.004	1.520	1.510	86.090	-0.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600747	20180930	146432.844	0.000	40000.000	40000.000	0.000	0.000	106432.844	0.000	0.000	2501334.500	1680519.500	16810.852	1352.426	0.000	486657.688	8276.512	1011599.000	0.691	1990502.625	1349231.875	24051.660	0.000	-1529.679	-382.686	0.000	157.447	0.000	-1372.232	-1372.232	-2295.259	-600897.000	-0.410	-0.002	1.359	1.358	79.578	-0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600748	20180930	184456.297	0.000	24806.305	24806.305	0.000	0.000	140838.219	0.000	0.000	38721752.000	33578392.000	91981.609	33364.625	0.000	17507968.000	9371721.000	3114017.000	1.688	10105662.000	4728751.000	1117643.250	0.000	610719.000	-4879.257	0.000	27948.609	0.000	638667.625	638667.625	286459.406	4463270.000	2.420	0.160	5.479	5.476	26.098	2.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600749	20180930	22696.551	0.000	3782.759	3782.759	0.000	0.000	18913.793	0.000	0.000	1508194.500	847975.313	162283.828	414231.938	0.000	430945.375	22216.000	979110.563	4.314	1058390.500	147802.531	78409.242	0.000	23024.141	0.000	0.000	-1295.651	0.000	21728.492	21728.492	20886.629	-153331.875	-0.676	0.097	4.663	4.621	70.176	2.460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600750	20180930	42000.000	0.000	0.000	0.000	0.000	0.000	42000.000	0.000	0.000	3564462.000	2126788.000	599496.813	318036.281	0.000	300810.656	129652.102	432513.406	1.030	3133820.500	1291549.750	848658.125	0.000	409763.281	8308.279	0.000	-593.821	0.000	409169.438	409169.438	353617.563	2111665.500	5.028	0.840	7.462	7.460	87.919	11.610	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600751	20180930	289933.781	0.000	0.000	0.000	32614.873	0.000	257318.906	0.000	0.000	121080200.000	88675664.000	2591949.000	9393383.000	0.000	89453168.000	13700032.000	10206933.000	3.520	13423768.000	232589408.000	15214228.000	0.000	220980.000	70503.000	0.000	-25941.000	0.000	195039.000	195039.000	43617.000	180961.000	0.062	0.015	4.630	4.610	11.087	0.330	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600753	20180930	12800.000	0.000	0.000	0.000	0.000	0.000	12800.000	0.000	0.000	253950.484	246083.719	571.673	69.182	0.000	86545.813	0.000	141445.344	1.105	167404.672	1583784.375	19518.063	0.000	10366.748	12.341	0.000	10.000	0.000	10376.748	10376.748	5849.190	-102040.664	-0.797	0.046	1.308	1.308	65.920	2.470	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600754	20180930	95793.641	0.000	1524.448	3557.046	15600.000	0.000	64851.773	0.000	0.000	40158872.000	9261041.000	6583415.500	7401724.000	0.000	6685520.000	19639996.000	8043687.500	8.397	12655836.000	10956649.000	9695479.000	0.000	1298012.750	270682.219	0.000	21155.676	0.000	1319168.500	1319168.500	871912.188	2500660.250	2.611	0.910	13.212	10.598	31.514	6.970	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600755	20180930	181627.250	0.000	0.000	0.000	0.000	0.000	181627.250	0.000	0.000	89405512.000	76240856.000	2105217.000	207839.984	0.000	57387848.000	4726896.000	3021010.250	1.663	25299832.000	145112480.000	4755604.000	0.000	2847916.000	1001429.125	0.000	-26920.193	0.000	2820995.500	2820995.500	1773392.000	6948697.000	3.826	0.700	6.784	6.738	28.298	10.460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600756	20180930	32409.875	0.000	0.000	0.000	0.000	0.000	32409.875	0.000	0.000	2881843.750	1685524.875	173486.328	136937.141	0.000	629796.813	34911.609	1049479.500	3.238	2216683.250	633869.625	326831.906	0.000	93830.531	237083.891	0.000	24.040	0.000	93854.563	93854.563	100231.938	754988.063	2.329	0.309	6.839	6.830	76.919	4.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600757	20180930	121365.023	0.000	15.317	15.317	0.000	0.000	121349.711	0.000	0.000	11004530.000	8819054.000	861893.500	286442.688	0.000	4127638.000	152760.766	1812832.500	1.494	6586859.000	7684475.500	1307059.000	0.000	654341.813	200936.844	0.000	-2526.638	0.000	651815.188	651815.188	634268.688	3302470.000	2.721	0.520	5.427	5.374	59.856	10.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600758	20180930	133140.891	0.000	11422.027	11422.027	0.000	0.000	67634.141	0.000	0.000	15254444.000	6074652.500	6858159.500	1847861.000	0.000	8495314.000	1410339.250	3409294.000	2.561	5348114.500	5336999.500	731588.188	0.000	64056.289	3578.651	0.000	-1379.745	0.000	62676.543	62676.543	3702.929	442199.938	0.332	0.003	4.017	3.878	35.059	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600759	20180930	226350.750	0.000	532.350	532.350	0.000	0.000	225818.406	0.000	0.000	16786516.000	3546622.500	1108107.250	6988.675	0.000	5222438.000	5624979.000	2452540.250	1.084	5274347.000	2637113.750	1180399.125	0.000	489981.531	26343.883	0.000	-284.626	0.000	489696.906	489696.906	118341.445	559450.625	0.247	0.052	2.330	2.325	31.420	2.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600760	20180930	140038.922	0.000	0.000	0.000	0.000	0.000	39852.211	0.000	0.000	25783210.000	19557388.000	2718983.500	991807.000	0.000	16967864.000	1213073.875	6069287.500	4.334	7426556.000	11592928.000	875211.375	0.000	370434.438	-28206.355	0.000	-343.168	0.000	370091.281	370091.281	312689.969	-49818.680	-0.036	0.223	5.303	5.302	28.804	4.290	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600761	20180930	74018.078	0.000	0.000	0.000	0.000	0.000	74018.078	0.000	0.000	7403047.000	5217215.500	1468469.500	199239.500	0.000	2229640.500	297074.406	553453.500	0.748	4607568.500	7378560.000	1357661.000	0.000	617584.688	55951.598	0.000	1316.596	0.000	618901.313	618901.313	444750.688	2743116.500	3.706	0.600	6.225	6.214	62.239	9.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600763	20180930	32064.000	0.000	0.000	0.000	0.000	0.000	32064.000	0.000	0.000	2056540.125	563712.500	813122.375	14683.849	0.000	214641.063	455800.000	97.387	0.000	1258421.500	1163466.500	518351.750	0.000	354268.906	15841.688	0.000	649.218	0.000	354918.125	354918.125	275393.156	923980.938	2.882	0.860	3.925	3.511	61.191	24.370	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600764	20180930	39480.625	0.000	0.000	0.000	0.000	0.000	32876.574	0.000	0.000	1445236.000	1081252.875	303457.438	58963.871	0.000	268590.625	130770.000	439194.938	1.112	1045875.250	172502.063	75898.320	0.000	29145.693	0.000	0.000	1392.611	0.000	30538.305	30538.305	25155.320	192737.266	0.488	0.064	2.649	2.649	72.367	2.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600765	20180930	77800.320	0.000	0.000	0.000	0.000	0.000	77800.320	0.000	0.000	12934998.000	9043224.000	2565135.250	276456.188	0.000	6710835.000	1946403.875	1596784.875	2.052	4054274.500	3825005.000	1030078.750	0.000	233068.219	422254.531	0.000	-2026.076	0.000	231042.156	231042.156	209031.484	1535453.125	1.974	0.270	5.211	5.209	31.343	5.360	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600766	20180930	22422.682	0.000	29.475	29.475	0.000	0.000	22393.207	0.000	0.000	163572.828	108893.602	7900.106	2184.991	0.000	108221.063	0.000	237087.938	1.057	55351.758	7065.279	6086.252	0.000	1060.968	-600.178	0.000	0.000	0.000	1060.968	1060.968	640.713	-398135.938	-1.776	0.003	0.247	0.247	33.839	1.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600767	20180930	34101.020	0.000	0.000	0.000	0.000	0.000	34091.020	0.000	0.000	454889.219	225107.359	2268.668	151244.234	0.000	128833.289	27773.340	36422.609	0.107	247623.875	93620.703	25682.535	0.000	-17919.699	2186.395	0.000	-6875.783	0.000	-24795.480	-24795.480	-18357.043	-135296.188	-0.397	-0.054	0.726	0.725	54.436	-7.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600768	20180930	13374.720	0.000	0.000	0.000	0.000	0.000	13374.720	0.000	0.000	546106.438	319481.125	154624.672	21300.809	0.000	380826.250	37434.461	4041.266	0.030	127845.719	554640.875	15402.286	0.000	-5786.782	0.000	0.000	-782.205	0.000	-6568.987	-6568.987	-7195.377	-23563.264	-0.176	-0.054	0.956	0.948	23.410	-5.470	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600769	20180930	37497.719	0.000	0.000	0.000	0.000	0.000	37497.719	0.000	0.000	132758.203	46506.176	8800.233	5846.611	0.000	82292.977	0.000	367100.063	0.979	50465.230	28590.504	2601.532	0.000	2080.808	588.693	0.000	1473.554	0.000	3554.362	3554.362	3518.095	-732422.813	-1.953	0.009	0.135	0.135	38.013	7.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600770	20180930	130000.000	0.000	0.000	0.000	0.000	0.000	130000.000	0.000	0.000	6086756.000	2032040.000	1285914.625	129525.086	0.000	1104093.750	191981.078	2224083.500	1.711	3557632.750	370144.094	81927.391	0.000	82318.000	143485.656	0.000	885.766	0.000	83203.766	83203.766	85128.898	6367.510	0.005	0.070	2.737	2.723	58.449	2.410	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600771	20180930	35287.898	0.000	5057.382	5057.382	0.000	0.000	30230.518	0.000	0.000	2708085.000	1914646.125	473024.031	95909.469	0.000	474029.313	34181.133	1754022.625	4.971	2125748.000	1021622.375	824442.375	0.000	280732.125	1065.582	0.000	170.538	0.000	280902.656	280902.656	225978.891	-10768.736	-0.031	0.640	6.024	5.992	78.496	11.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600773	20180930	81966.078	7355.605	1689.103	1689.103	0.000	0.000	72921.367	0.000	0.000	11263661.000	10054664.000	474807.563	133328.609	0.000	2278771.000	5713274.000	1642477.500	2.004	3274195.000	807594.063	264199.500	0.000	81860.789	17930.027	0.000	-5397.535	0.000	76463.250	76463.250	70457.570	806401.813	0.984	0.086	3.995	3.993	29.069	2.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600774	20180930	22694.801	0.000	19.027	19.027	0.000	0.000	22675.773	0.000	0.000	1719744.000	168876.234	1087078.625	47426.934	0.000	837731.938	181416.719	128760.469	0.567	589352.500	775220.688	239152.438	0.000	14666.896	945.492	0.000	-244.710	0.000	14422.188	14422.188	11026.336	153923.516	0.678	0.049	2.597	2.594	34.270	1.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600775	20180930	91383.852	0.000	0.000	0.000	0.000	24200.000	67183.852	0.000	0.000	6209214.000	4838494.500	836275.875	94103.055	0.000	2578966.000	33262.078	1464043.000	1.602	3380852.750	3089634.750	448798.750	0.000	140041.750	52952.910	0.000	4994.324	0.000	145036.063	145036.063	81228.281	747975.563	0.818	0.089	3.700	3.698	54.449	2.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600776	20180930	125600.008	0.000	0.000	0.000	30000.000	0.000	95600.008	0.000	0.000	3622981.500	2753018.750	217116.391	42609.523	0.000	554870.688	5187.956	896674.063	0.714	3022774.750	1561738.000	245967.500	0.000	94644.930	61426.305	0.000	3101.675	0.000	97746.609	97746.609	76701.672	754702.625	0.601	0.061	2.407	2.404	83.433	2.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600777	20180930	680049.563	0.000	353238.000	353238.000	0.000	0.000	326811.594	0.000	0.000	24714590.000	3056796.500	820372.563	13131.347	0.000	3066095.000	6769647.000	6657259.000	0.979	14878849.000	3560371.500	1812353.875	0.000	884434.688	10837.123	0.000	1592.151	0.000	886026.875	886026.875	650833.938	844964.250	0.124	0.100	2.188	2.180	60.203	4.690	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600778	20180930	31149.135	0.000	0.000	0.000	0.000	0.000	31108.672	0.000	0.000	5041241.500	1328025.500	1864485.500	233874.766	0.000	3117952.500	1109725.125	403604.531	1.296	793409.000	4181882.500	954989.500	0.000	91142.094	11385.254	0.000	3579.735	0.000	94721.828	94721.828	80600.125	-28345.020	-0.091	0.259	2.547	-0.589	15.738	10.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600779	20180930	48854.570	0.000	0.000	0.000	0.000	0.000	48854.570	0.000	0.000	2963667.750	2224720.500	430065.344	64018.395	0.000	1191019.875	32505.219	399506.094	0.818	1740142.750	2138677.250	1446150.250	0.000	621422.375	0.000	0.000	-44916.672	0.000	576505.688	576505.688	462760.000	466413.906	0.955	0.947	3.562	3.544	58.716	27.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600780	20180930	114650.250	0.000	0.000	0.000	0.000	0.000	114650.250	0.000	0.000	11940848.000	2877309.000	4669227.500	255857.266	0.000	2521494.250	4393527.000	1231849.750	1.074	5048126.000	4263819.500	582597.063	0.000	229848.969	10908.771	0.000	-9620.011	0.000	220228.969	220228.969	163742.781	2381495.000	2.077	0.143	4.403	4.403	42.276	3.320	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600781	20180930	62715.750	0.000	44956.465	44956.465	0.000	0.000	17759.287	0.000	0.000	10667882.000	5926916.000	3298212.500	266649.813	0.000	4584995.500	775913.000	1898488.000	3.027	5243019.000	4767554.500	2122085.250	0.000	903020.313	11685.311	0.000	-5598.236	0.000	897422.125	897422.125	730980.563	2633205.000	4.199	1.170	8.360	8.359	49.148	14.870	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600782	20180930	318872.281	0.000	0.000	0.000	0.000	0.000	318872.281	0.000	0.000	37411512.000	24955308.000	10091985.000	829411.188	0.000	17950022.000	1899064.875	5608178.000	1.759	17020098.000	40787952.000	5819772.000	0.000	5210964.000	22885.283	0.000	-3630.671	0.000	5207333.500	5207333.500	3948284.750	7655208.000	2.401	1.238	5.338	5.337	45.494	26.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600783	20180930	74435.930	0.000	0.000	0.000	0.000	0.000	74435.930	0.000	0.000	6113639.500	1261004.625	140978.797	51786.664	0.000	620262.750	1645603.000	1043199.875	1.401	3727869.000	151686.031	35696.148	0.000	280808.219	374208.875	0.000	69.247	0.000	280877.469	280877.469	216894.828	1697679.500	2.281	0.290	5.008	5.008	60.976	5.990	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600784	20180930	56817.785	0.000	0.000	0.000	0.000	0.000	56817.785	0.000	0.000	3871157.250	2286429.750	364819.938	129398.945	0.000	2226855.250	92945.547	577788.250	1.017	1504507.250	1407335.250	124488.008	0.000	116069.047	175383.594	0.000	-3383.444	0.000	112685.609	112685.609	65028.355	247034.250	0.435	0.114	2.648	2.648	38.864	4.430	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600785	20180930	22563.129	0.000	0.000	0.000	0.000	0.000	22563.129	0.000	0.000	4897217.500	1810301.000	1790198.000	110084.266	0.000	2544462.250	292381.531	311359.000	1.380	2152419.000	5711912.000	1156223.875	0.000	183064.594	4457.171	0.000	7899.977	0.000	190964.563	190964.563	164307.422	1418614.250	6.287	0.728	9.540	6.460	43.952	7.940	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600787	20180930	219980.109	0.000	0.000	0.000	0.000	0.000	219980.109	0.000	0.000	21147852.000	11036395.000	2670722.250	2708840.000	0.000	8622902.000	1491581.875	3622195.250	1.647	10632921.000	27413636.000	780235.000	0.000	124045.016	-25051.150	0.000	-33832.645	0.000	90212.375	90212.375	73644.047	3121564.500	1.419	0.034	4.834	4.832	50.279	0.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600789	20180930	67709.977	0.000	4197.838	4197.838	0.000	0.000	58157.547	0.000	0.000	6503059.000	3014731.000	2184739.000	221922.875	0.000	2003992.750	1375199.375	1852089.750	2.735	2933350.250	2373645.500	704133.750	0.000	162140.969	4024.942	0.000	5588.661	0.000	167729.625	167729.625	144023.172	253553.688	0.375	0.223	4.332	4.312	45.107	5.520	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600790	20180930	146579.094	0.000	0.000	0.000	0.000	0.000	146579.094	0.000	0.000	9934374.000	2195845.250	194466.188	89774.625	0.000	4371590.500	282784.250	1087760.625	0.742	5113469.000	730579.875	342998.125	0.000	406128.125	104049.234	0.000	-6200.870	0.000	399927.219	399927.219	306312.156	1553428.500	1.060	0.210	3.489	3.487	51.472	6.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600791	20180930	45288.000	0.002	56.628	56.628	0.000	0.000	45231.371	0.000	0.000	6596518.000	6098010.000	15790.673	994.314	0.000	2063816.125	1852206.250	144762.953	0.320	1685124.375	531579.875	76152.414	0.000	119164.719	111117.969	0.000	2107.511	0.000	121272.227	121272.227	110724.758	991441.813	2.189	0.240	3.721	3.721	25.546	6.710	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH600792	20180930	98992.359	0.000	0.000	0.000	0.000	0.000	98992.359	0.000	0.000	5338335.500	1925963.750	2011512.000	601188.438	0.000	1815001.750	455797.969	2272146.000	2.295	3002472.750	3828012.750	373861.906	0.000	92842.539	14.379	0.000	2050.587	0.000	94893.125	94893.125	84679.336	-399353.500	-0.403	0.090	3.033	3.032	56.244	2.840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
